```csv
order_id,customer_id,product_id,quantity,unit_price_eur,ordered_at,total_eur,order_year,order_month
1,65,5,5,456.82,2024-09-20,2284.1,2024,9
2,64,57,4,403.58,2024-09-18,1614.32,2024,9
3,231,69,5,48.08,2024-04-19,240.4,2024,4
4,31,47,2,206.57,2024-10-05,413.14,2024,10
5,41,57,1,403.58,2024-08-02,403.58,2024,8
6,33,5,4,456.82,2024-03-31,1827.28,2024,3
7,61,22,4,315.56,2024-03-30,1262.24,2024,3
8,8,16,4,109.64,2024-01-10,438.56,2024,1
9,172,37,1,480.72,2024-02-22,480.72,2024,2
10,471,35,3,231.13,2024-08-22,693.39,2024,8
11,8,88,2,215.51,2024-05-24,431.02,2024,5
12,224,31,4,119.81,2024-01-29,479.24,2024,1
13,127,58,1,112.52,2024-05-18,112.52,2024,5
14,255,93,2,423.47,2024-08-12,846.94,2024,8
15,410,79,4,146.97,2024-08-14,587.88,2024,8
16,41,3,5,155.17,2024-04-21,775.85,2024,4
17,437,89,2,452.72,2024-11-15,905.44,2024,11
18,469,24,4,465.56,2024-07-13,1862.24,2024,7
19,360,61,3,63.42,2024-01-03,190.26,2024,1
20,8,88,3,215.51,2024-09-15,646.53,2024,9
21,322,27,1,199.27,2024-01-27,199.27,2024,1
22,463,82,4,378.23,2024-06-02,1512.92,2024,6
23,26,30,1,233.41,2024-05-24,233.41,2024,5
24,78,49,5,133.09,2024-03-08,665.45,2024,3
25,119,74,4,127.75,2024-12-06,511,2024,12
26,352,60,5,495.06,2024-03-22,2475.3,2024,3
27,133,48,5,128.43,2024-11-21,642.15,2024,11
28,317,33,2,85.05,2024-02-21,170.1,2024,2
29,446,89,5,452.72,2024-06-12,2263.6,2024,6
30,330,45,4,250.18,2024-11-20,1000.72,2024,11
31,409,12,3,106.87,2024-11-16,320.61,2024,11
32,122,36,1,46.64,2024-01-03,46.64,2024,1
33,49,12,2,106.87,2024-04-06,213.74,2024,4
34,159,65,3,268.06,2024-03-08,804.18,2024,3
35,212,64,4,152.94,2024-07-13,611.76,2024,7
36,405,73,1,314.11,2024-07-23,314.11,2024,7
37,31,62,2,169.9,2024-10-14,339.8,2024,10
38,133,80,5,208.83,2024-09-15,1044.15,2024,9
39,270,8,3,170.92,2024-03-17,512.76,2024,3
40,440,7,1,114.17,2024-12-06,114.17,2024,12
41,155,98,4,408.32,2024-08-19,1633.28,2024,8
42,483,12,2,106.87,2024-06-08,213.74,2024,6
43,124,96,5,180.87,2024-12-15,904.35,2024,12
44,296,21,1,375.43,2024-11-11,375.43,2024,11
45,300,18,3,391.67,2024-04-09,1175.01,2024,4
46,486,90,3,40.81,2024-12-02,122.43,2024,12
47,126,79,1,146.97,2024-03-19,146.97,2024,3
48,91,61,3,63.42,2024-03-11,190.26,2024,3
49,59,7,2,114.17,2024-06-21,228.34,2024,6
50,153,60,3,495.06,2024-10-06,1485.18,2024,10
51,17,1,4,494.35,2024-12-30,1977.4,2024,12
52,384,15,5,383.68,2024-12-29,1918.4,2024,12
53,351,7,1,114.17,2024-03-03,114.17,2024,3
54,470,21,3,375.43,2024-11-19,1126.29,2024,11
55,93,53,5,474.16,2024-03-10,2370.8,2024,3
56,7,26,2,243.71,2024-03-28,487.42,2024,3
57,190,57,2,403.58,2024-09-24,807.16,2024,9
58,182,69,3,48.08,2024-09-24,144.24,2024,9
59,70,74,1,127.75,2024-02-18,127.75,2024,2
60,313,8,4,170.92,2024-02-17,683.68,2024,2
61,40,46,5,397.38,2024-08-31,1986.9,2024,8
62,144,62,5,169.9,2024-09-09,849.5,2024,9
63,166,81,3,437.82,2024-05-17,1313.46,2024,5
64,485,28,3,342.42,2024-08-14,1027.26,2024,8
65,110,34,4,207.18,2024-08-27,828.72,2024,8
66,296,35,2,231.13,2024-01-19,462.26,2024,1
67,447,13,5,260.34,2024-08-31,1301.7,2024,8
68,48,95,5,411.77,2024-09-05,2058.85,2024,9
69,453,28,5,342.42,2024-06-06,1712.1,2024,6
70,402,6,2,432.98,2024-05-10,865.96,2024,5
71,426,80,1,208.83,2024-10-24,208.83,2024,10
72,431,88,4,215.51,2024-08-28,862.04,2024,8
73,483,82,5,378.23,2024-08-27,1891.15,2024,8
74,209,11,3,162.53,2024-06-06,487.59,2024,6
75,248,96,2,180.87,2024-11-17,361.74,2024,11
76,311,93,3,423.47,2024-10-26,1270.41,2024,10
77,229,25,5,404.89,2024-11-16,2024.45,2024,11
78,7,84,4,170.79,2024-07-08,683.16,2024,7
79,40,29,1,337.3,2024-09-30,337.3,2024,9
80,435,6,2,432.98,2024-02-29,865.96,2024,2
81,241,63,2,93.84,2024-01-11,187.68,2024,1
82,374,63,2,93.84,2024-04-22,187.68,2024,4
83,4,35,4,231.13,2024-07-25,924.52,2024,7
84,212,57,2,403.58,2024-01-26,807.16,2024,1
85,325,73,3,314.11,2024-08-31,942.33,2024,8
86,463,86,2,493.98,2024-09-18,987.96,2024,9
87,26,16,4,109.64,2024-01-17,438.56,2024,1
88,162,27,3,199.27,2024-02-22,597.81,2024,2
89,155,21,2,375.43,2024-08-10,750.86,2024,8
90,418,8,4,170.92,2024-04-10,683.68,2024,4
91,360,6,5,432.98,2024-08-19,2164.9,2024,8
92,231,53,3,474.16,2024-07-04,1422.48,2024,7
93,181,9,2,270.25,2024-04-19,540.5,2024,4
94,11,42,2,220.34,2024-02-28,440.68,2024,2
95,151,87,1,282.68,2024-09-08,282.68,2024,9
96,368,100,5,51.01,2024-10-14,255.05,2024,10
97,436,5,5,456.82,2024-03-22,2284.1,2024,3
98,179,93,2,423.47,2024-11-17,846.94,2024,11
99,93,12,4,106.87,2024-01-09,427.48,2024,1
100,441,43,1,415.6,2024-05-26,415.6,2024,5
```
