```csv
order_id,customer_id,product_id,quantity,unit_price_eur,ordered_at,total_eur,order_year,order_month
1,65,5,5,456.82,2024-09-20,2284.1,2024,9
2,277,65,4,268.06,2024-10-11,1072.24,2024,10
3,64,57,4,403.58,2024-09-18,1614.32,2024,9
4,231,69,5,48.08,2024-04-19,240.4,2024,4
5,254,77,1,437.92,2024-12-11,437.92,2024,12
6,31,47,2,206.57,2024-10-05,413.14,2024,10
7,41,57,1,403.58,2024-08-02,403.58,2024,8
8,228,70,5,142.29,2024-04-27,711.45,2024,4
9,285,10,4,6.53,2024-07-03,26.12,2024,7
10,375,87,3,282.68,2024-05-19,848.04,2024,5
11,39,39,2,399.88,2024-11-26,799.76,2024,11
12,33,5,4,456.82,2024-03-31,1827.28,2024,3
13,132,25,4,404.89,2024-01-15,1619.56,2024,1
14,15,82,5,378.23,2024-05-12,1891.15,2024,5
15,61,22,4,315.56,2024-03-30,1262.24,2024,3
16,8,16,4,109.64,2024-01-10,438.56,2024,1
17,172,37,1,480.72,2024-02-22,480.72,2024,2
18,471,35,3,231.13,2024-08-22,693.39,2024,8
19,135,67,2,315.24,2024-04-05,630.48,2024,4
20,8,88,2,215.51,2024-05-24,431.02,2024,5
21,221,89,1,452.72,2024-06-07,452.72,2024,6
22,53,89,1,452.72,2024-09-04,452.72,2024,9
23,224,31,4,119.81,2024-01-29,479.24,2024,1
24,127,58,1,112.52,2024-05-18,112.52,2024,5
25,340,15,5,383.68,2024-05-25,1918.4,2024,5
26,372,61,4,63.42,2024-05-28,253.68,2024,5
27,255,93,2,423.47,2024-08-12,846.94,2024,8
28,394,11,2,162.53,2024-02-15,325.06,2024,2
29,353,51,1,117.56,2024-07-06,117.56,2024,7
30,215,28,5,342.42,2024-09-23,1712.1,2024,9
31,410,79,4,146.97,2024-08-14,587.88,2024,8
32,41,3,5,155.17,2024-04-21,775.85,2024,4
33,437,89,2,452.72,2024-11-15,905.44,2024,11
34,183,41,4,462.36,2024-10-29,1849.44,2024,10
35,469,24,4,465.56,2024-07-13,1862.24,2024,7
36,388,61,3,63.42,2024-07-06,190.26,2024,7
37,165,76,2,253.57,2024-11-18,507.14,2024,11
38,360,61,3,63.42,2024-01-03,190.26,2024,1
39,8,88,3,215.51,2024-09-15,646.53,2024,9
40,322,27,1,199.27,2024-01-27,199.27,2024,1
41,463,82,4,378.23,2024-06-02,1512.92,2024,6
42,293,93,2,423.47,2024-02-20,846.94,2024,2
43,26,30,1,233.41,2024-05-24,233.41,2024,5
44,78,49,5,133.09,2024-03-08,665.45,2024,3
45,396,14,5,95.41,2024-06-08,477.05,2024,6
46,433,35,1,231.13,2024-12-15,231.13,2024,12
47,119,74,4,127.75,2024-12-06,511.0,2024,12
48,416,4,5,98.29,2024-09-12,491.45,2024,9
49,352,60,5,495.06,2024-03-22,2475.3,2024,3
50,196,17,2,458.11,2024-01-14,916.22,2024,1
51,71,40,4,126.14,2024-06-20,504.56,2024,6
52,133,48,5,128.43,2024-11-21,642.15,2024,11
53,317,33,2,85.05,2024-02-21,170.1,2024,2
54,446,89,5,452.72,2024-06-12,2263.6,2024,6
55,330,45,4,250.18,2024-11-20,1000.72,2024,11
56,409,12,3,106.87,2024-11-16,320.61,2024,11
57,122,36,1,46.64,2024-01-03,46.64,2024,1
58,327,30,2,233.41,2024-01-06,466.82,2024,1
59,203,14,3,95.41,2024-05-20,286.23,2024,5
60,49,12,2,106.87,2024-04-06,213.74,2024,4
61,115,20,3,23.5,2024-05-04,70.5,2024,5
62,299,1,5,494.35,2024-11-07,2471.75,2024,11
63,338,65,5,268.06,2024-12-31,1340.3,2024,12
64,427,53,5,474.16,2024-06-22,2370.8,2024,6
65,159,65,3,268.06,2024-03-08,804.18,2024,3
66,212,64,4,152.94,2024-07-13,611.76,2024,7
67,405,73,1,314.11,2024-07-23,314.11,2024,7
68,217,60,1,495.06,2024-06-29,495.06,2024,6
69,31,62,2,169.9,2024-10-14,339.8,2024,10
70,334,75,5,57.49,2024-04-26,287.45,2024,4
71,133,80,5,208.83,2024-09-15,1044.15,2024,9
72,270,8,3,170.92,2024-03-17,512.76,2024,3
73,440,7,1,114.17,2024-12-06,114.17,2024,12
74,155,98,4,408.32,2024-08-19,1633.28,2024,8
75,443,59,5,459.75,2024-05-14,2298.75,2024,5
76,483,12,2,106.87,2024-06-08,213.74,2024,6
77,500,56,4,499.44,2024-07-15,1997.76,2024,7
78,124,96,5,180.87,2024-12-15,904.35,2024,12
79,296,21,1,375.43,2024-11-11,375.43,2024,11
80,217,31,3,119.81,2024-07-29,359.43,2024,7
81,148,39,5,399.88,2024-01-01,1999.4,2024,1
82,123,78,2,194.59,2024-09-07,389.18,2024,9
83,300,18,3,391.67,2024-04-09,1175.01,2024,4
84,486,90,3,40.81,2024-12-02,122.43,2024,12
85,170,84,3,170.79,2024-09-30,512.37,2024,9
86,442,66,1,290.43,2024-06-24,290.43,2024,6
87,201,60,5,495.06,2024-06-21,2475.3,2024,6
88,37,36,1,46.64,2024-08-26,46.64,2024,8
89,126,79,1,146.97,2024-03-19,146.97,2024,3
90,91,61,3,63.42,2024-03-11,190.26,2024,3
91,369,28,5,342.42,2024-06-18,1712.1,2024,6
92,59,7,2,114.17,2024-06-21,228.34,2024,6
93,312,18,5,391.67,2024-08-31,1958.35,2024,8
94,25,52,4,316.79,2024-09-19,1267.16,2024,9
95,153,60,3,495.06,2024-10-06,1485.18,2024,10
96,158,30,4,233.41,2024-12-26,933.64,2024,12
97,17,1,4,494.35,2024-12-30,1977.4,2024,12
98,384,15,5,383.68,2024-12-29,1918.4,2024,12
99,351,7,1,114.17,2024-03-03,114.17,2024,3
100,470,21,3,375.43,2024-11-19,1126.29,2024,11
```
