customer_id,full_name,email,country_code,registered_at
1,Bartholomäus Caspar,martine24@example.com,DE,2025-02-25
2,Laurenz Beier B.A.,zschweitzer@example.net,AT,2024-04-30
3,Kirsten Martin,sabina00@example.com,AT,2023-12-15
4,Theres Kramer,kputz@example.net,ES,2021-07-05
5,Dr. Aleksander Gierschner B.Eng.,franz-xaverpergande@example.net,CH,2023-01-22
6,Dipl.-Ing. Rocco Liebelt,lisbeth95@example.com,IT,2023-10-16
7,Dipl.-Ing. Oliver Warmer,hsoelzer@example.org,IT,2024-03-02
8,Ursel Ortmann,gesine77@example.com,GB,2024-10-29
9,Janina Sorgatz B.A.,margarethe29@example.com,FR,2024-01-30
10,Felizitas Trapp,ujockel@example.org,GB,2024-02-27
11,Valeri Stolze,ziegertmarianna@example.com,DE,2020-01-27
12,Pero Döring B.Sc.,heydrichdanuta@example.org,GB,2025-10-21
13,Pietro Preiß,monjahethur@example.org,CH,2021-10-15
14,Heiner Trupp,bohlanderotmar@example.com,NL,2021-06-18
15,Univ.Prof. Aleksander Carsten B.Sc.,barthartur@example.net,NL,2020-03-06
16,Elise Eckbauer,jeanettegorlitz@example.net,PL,2025-11-18
17,Hans-Josef Schacht,hentschelgereon@example.org,ES,2020-01-14
18,Vanessa Schmiedt,hoerlemichel@example.com,PL,2020-04-05
19,Ingrid Rohleder,hettnerkathi@example.com,BE,2025-04-15
20,Hugo Hecker-Davids,mechthilde10@example.com,PL,2021-01-31
21,Janina Pieper-Junken,patriziakarge@example.com,IT,2022-03-24
22,Univ.Prof. Aleksandra Thies,gretelbohlander@example.com,DE,2020-04-14
23,Danilo Geißler-Dietz,oschuster@example.net,DE,2020-04-07
24,Dr. Ole Martin B.Sc.,daniele93@example.net,ES,2025-04-22
25,Elizabeth Stolze,hholsten@example.org,BE,2021-04-14
26,Hans-Jochen Lange,emmerichpeukert@example.net,ES,2020-09-29
27,Herr Berend Bärer B.A.,egonharloff@example.org,NL,2024-06-05
28,Insa Jessel MBA.,hedywesack@example.org,NL,2023-09-09
